"mRNA"	"logFC"	"FDR"	"NT"	"TP"	"Delta"
"TUBGCP6"	"TUBGCP6"	1.19989445664431	0.000234942695055042	259291.833333333	580615.833333333	311122.833469808
"ABCA3"	"ABCA3"	-1.19983003182055	0.000235058999075193	59070.75	27337.25	70874.8598521636
"OTUD5"	"OTUD5"	-1.20083591642543	0.000235933668579682	3421.33333333333	1460.41666666667	4108.4599487302
"GFER"	"GFER"	-1.19717076223128	0.000246949291838585	6473.08333333333	2881.58333333333	7749.38610815325
"MRPL14"	"MRPL14"	-1.19584887198122	0.000249913601194103	24177.0833333333	11059	28912.1378319626
"SCRN1"	"SCRN1"	-1.1953047804563	0.000252303532400483	12835.6666666667	5982.25	15342.5337270103
"RSU1"	"RSU1"	-1.19493548812303	0.000253056878657619	20397.25	9176.41666666667	24373.3978851174
"FXYD6"	"FXYD6"	-1.19441723767731	0.000254158892125418	67254.3333333333	35454.5	80329.7350418288
"PTMS"	"PTMS"	-1.1921295310411	0.000263119767324895	1240950.16666667	572751.333333333	1479373.34023371
"VPS33A"	"VPS33A"	-1.18996261167203	0.000272483919418152	31862	14904.25	37914.5887330941
"FTH1"	"FTH1"	1.18982947336218	0.000273770040842723	4704.25	11168.25	5597.25530006405
"IFT20"	"IFT20"	1.1880999301446	0.00027945623464869	289922.833333333	668410.333333333	344457.298030658
"FXYD5"	"FXYD5"	1.1877457978067	0.000280900673042086	27757.25	62776.6666666667	32968.5570461701
"WASH2P"	"WASH2P"	1.18719358824871	0.000284096272989733	5569.66666666667	12844	6612.27255534925
"TAF1"	"TAF1"	-1.1870768450129	0.000285527292792403	6888.91666666667	3143.08333333333	8177.67346222346
"RPS10"	"RPS10"	-1.1856557966243	0.000289802432545391	19329.5833333333	9067.58333333333	22918.2325254992
"FOXP1"	"FOXP1"	1.18413446058593	0.000295624947858175	342930.416666667	790434.666666667	406075.723958091
"C2orf49"	"C2orf49"	-1.18359765328263	0.000298244537255298	38793.5833333333	17351.5833333333	45915.9941957575
"ALG5"	"ALG5"	-1.18143529116467	0.000309017078346431	16443.25	7313.75	19426.6358514434
"TSR2"	"TSR2"	1.18041706729545	0.00031302012672797	11839	27760.75	13974.9576597108
"PRKACA"	"PRKACA"	-1.17944994974994	0.000317374429723807	26353.3333333333	12391.75	31082.4376757434
"CHD7"	"CHD7"	-1.17842682738148	0.000321985263427305	38437.3333333333	17238.9166666667	45295.5847730045
"CRTC2"	"CRTC2"	-1.17778092637242	0.000324445293946438	124383.083333333	58585.0833333333	146496.023113391
"ELL"	"ELL"	-1.17667753330292	0.000330635692237986	20914.0833333333	9225.91666666667	24609.1319879584
"GLG1"	"GLG1"	-1.17623321677021	0.00033159234185592	123564.083333333	56804.75	145340.17921643
"CITED2"	"CITED2"	1.17420198684422	0.00034242627548168	15159.5833333333	42481.8333333333	17800.4128697306
"SATB2"	"SATB2"	-1.17400193233231	0.000342496689232254	203392.333333333	94901.9166666667	238782.992354911
"HNRNPA2B1"	"HNRNPA2B1"	1.17339427066021	0.000346075284311654	11057.9166666667	26041.6666666667	12975.2960621047
"FAM118B"	"FAM118B"	1.17330647279637	0.000346265616660639	6431.66666666667	15914.4166666667	7546.31613086864
"C16orf86"	"C16orf86"	1.17389314662585	0.000346265616660639	2235.41666666667	5160.91666666667	2624.1403048532
"ADSSL1"	"ADSSL1"	-1.17218185906476	0.000351564010650207	20887.8333333333	9616.66666666667	24484.3393085016
"DCAF4"	"DCAF4"	-1.17181157371752	0.000356127406425786	5522.41666666667	2514.91666666667	6471.23176489054
"LIG3"	"LIG3"	1.17088110881021	0.000356807623149253	258324.5	620917.166666667	302467.276992842
"OGFOD2"	"OGFOD2"	1.17155143485748	0.000358968260495121	1499.66666666667	3624.83333333333	1756.93663514126
"TPT1"	"TPT1"	1.16803204636664	0.00037228331736478	70695.3333333333	166804.333333333	82574.4148619049
"RDH12"	"RDH12"	1.16821122505517	0.000374311840675257	2641.58333333333	5942.16666666667	3085.92730191865
"NKIRAS2"	"NKIRAS2"	1.16761790218138	0.000375318766601624	5823.41666666667	14262.3333333333	6799.5255518614
"MYO19"	"MYO19"	1.16609010459081	0.000388294357456083	1702.41666666667	4064.91666666667	1985.17122889047
"MRPS16"	"MRPS16"	-1.16909685729669	0.000389016247817165	931.5	430.833333333333	1089.01372257187
"SGMS1"	"SGMS1"	1.16386248121537	0.000394700850420453	420033.75	980347.75	488861.522469198
"FOXN3"	"FOXN3"	1.16382927694521	0.000395058978817738	15169.1666666667	34466.6666666667	17654.3202735281
"DUOXA1"	"DUOXA1"	-1.15825358045426	0.000430401171215004	36798.8333333333	17336.5833333333	42622.3804648728
"FBLIM1"	"FBLIM1"	1.15805371340178	0.000430598328009153	149559.166666667	344570.916666667	173197.548331609
"NPM1"	"NPM1"	-1.15511265734133	0.000450175527700848	820039.916666667	381479.166666667	947238.4872668
"FAM171A1"	"FAM171A1"	1.15272711218645	0.000466848736814837	43879.8333333333	105794.166666667	50581.4735615561
"SUB1"	"SUB1"	1.15261262042656	0.000467887245496687	10970.75	26305.5	12645.0249055447
"UBE2R2"	"UBE2R2"	1.15216931403871	0.000469781735217802	31977.4166666667	75029.8333333333	36843.3982255633
"MARVELD2"	"MARVELD2"	-1.14853561310324	0.000496770889228803	40618.25	18440.8333333333	46651.5066669308
"MIF"	"MIF"	1.14886642573716	0.000496770889228803	3165.5	7218.66666666667	3636.73667067097
"SLC39A6"	"SLC39A6"	1.14799578513712	0.000498922104932219	176329	398591	202424.948797444
"ATXN1L"	"ATXN1L"	-1.14795378666837	0.000500307713240077	16461.25	7715.25	18896.7542707946
"NTHL1"	"NTHL1"	-1.14730605114799	0.000503258687264424	57971.25	29726.5	66510.7659176131
"MEX3A"	"MEX3A"	1.14728334463137	0.000503642411455094	10910.8333333333	25538.3333333333	12517.8173593821
"NOC3L"	"NOC3L"	-1.14457258016375	0.000523605119168624	91593.4166666667	42255.4166666667	104835.31324018
"PATL1"	"PATL1"	1.14240314384702	0.000540619002967918	64701	144180.75	73914.6258100463
"GRB2"	"GRB2"	-1.14216597510694	0.000541714933814888	862318.166666667	421167	984910.469683258
"NSUN3"	"NSUN3"	-1.14085537094476	0.000553979763375263	17764.8333333333	8283.41666666667	20267.1055222718
"NHSL1"	"NHSL1"	-1.14033599887903	0.000563081951377511	4405	2106.41666666667	5023.18007506211
"ZNF81"	"ZNF81"	-1.13942766779651	0.000563225822841932	79847.25	39083.3333333333	90980.1658474646
"WDR66"	"WDR66"	1.13840861642737	0.000571052907100649	482226.666666667	1080040.5	548970.99240438
"COL9A3"	"COL9A3"	1.13816196800832	0.00057273924074508	54546.25	129853.416666667	62082.467247474
"PM20D2"	"PM20D2"	1.13760579205235	0.00057750851066278	17205.8333333333	39583.1666666667	19573.4556570874
"BCKDK"	"BCKDK"	1.13671543918937	0.000583974613193314	105106.25	245148.083333333	119475.897130298
"ERBB3"	"ERBB3"	-1.1360404812078	0.000590799843861375	18826.0833333333	9089	21387.1927692581
"REEP2"	"REEP2"	-1.13582947954359	0.000592651893429007	14317.25	6848.16666666667	16261.9546159955
"SFMBT2"	"SFMBT2"	-1.13519483497868	0.000595633453136802	114833.416666667	54290.3333333333	130358.301482955
"SPRY2"	"SPRY2"	-1.13263529594472	0.000618661091179887	114000.166666667	56128.5	129120.612510247
"SLAMF7"	"SLAMF7"	1.13181281777169	0.000625786032464191	14208.4166666667	32601.75	16081.2681035742
"CAMK1"	"CAMK1"	-1.13213080745502	0.000625786032464191	10933.6666666667	5143.25	12378.3408717774
"C1QB"	"C1QB"	-1.13135864034399	0.000628244068619651	719735.75	352750.833333333	814279.259526963
"SLAMF6"	"SLAMF6"	-1.13072350545999	0.000633806928260388	130491.333333333	62464.6666666667	147549.617858815
"SPG7"	"SPG7"	-1.13016780590292	0.000640153086535684	19048.25	8774	21527.7189087904
"ZC3H4"	"ZC3H4"	1.1297899275064	0.000641030329332243	920350.833333333	2070159.66666667	1039803.10127212
"ZNF317"	"ZNF317"	-1.12899900339017	0.00065406976763185	6165.41666666667	2936.66666666667	6960.74927215181
"ANAPC1"	"ANAPC1"	1.12788636228391	0.000662261967107045	4409.83333333333	10210.75	4973.79087661167
"CPNE3"	"CPNE3"	1.12597993343751	0.000681174994983218	4210	10034.5	4740.37551977191
"TUBA1A"	"TUBA1A"	-1.12527145932636	0.00068511996483053	20979.5	9969.91666666667	23607.6325809373
"SGSM1"	"SGSM1"	-1.12471927556688	0.000689137802805487	43725.25	20618.25	49178.6315039807
"HS6ST1"	"HS6ST1"	1.12482946827042	0.000689254541549829	5855.66666666667	13206.3333333333	6586.62642303546
"DUS4L"	"DUS4L"	-1.1243914724958	0.000690448998625261	85460.5	39595.75	96091.0574352276
"FAM184A"	"FAM184A"	-1.12311785771871	0.000703816750860051	26671.6666666667	13951.5	29955.4251284542
"ZNF280C"	"ZNF280C"	-1.12200848653785	0.000713820221224691	269982.5	131074.333333333	302922.656216704
"AHCY"	"AHCY"	1.11786169393713	0.000759375742440701	83026.5	181827.833333333	92812.1439316712
"POMT1"	"POMT1"	1.1163604780865	0.000775917740828385	76219.0833333333	169640.25	85087.9723093148
"MRPS11"	"MRPS11"	-1.11560889571263	0.000787386696881453	11908.5833333333	5638.58333333333	13285.3215020018
"SRP54"	"SRP54"	1.11448438856603	0.000796144593605949	159873.25	360378.5	178176.241274314
"EPN3"	"EPN3"	1.1137774103034	0.000807227215276004	5742.08333333333	12891.4166666667	6395.40270474633
"LRRC59"	"LRRC59"	-1.11256686895725	0.000816561244521639	238692.666666667	116676.916666667	265561.552796389
"DOCK8"	"DOCK8"	-1.11279426220897	0.000816561244521639	21910.3333333333	10691.25	24381.6932164193
"CRAT"	"CRAT"	1.11233685657746	0.000819083689735326	22916.0833333333	50447.25	25490.4041000671
"PSMC6"	"PSMC6"	-1.11172060343805	0.00082661951813524	26121.1666666667	12361.3333333333	29039.4391691725
"KLB"	"KLB"	-1.11144322585258	0.000829997415145368	13785	6894.83333333333	15321.2448683779
"SGPP2"	"SGPP2"	1.11332125699243	0.000829997415145368	762.833333333333	1686.5	849.278565542393
"FZD8"	"FZD8"	1.1111436646784	0.000830896190594715	8009.75	18867.0833333333	8899.98296815783
"GNGT2"	"GNGT2"	1.11121754030598	0.000830896190594715	5315	12094.9166666667	5906.12122672631
"HIRA"	"HIRA"	-1.11008601117649	0.000842273289318981	22400.75	10818.5	24866.7592148617
"MAPK11"	"MAPK11"	-1.10967918204417	0.000843358358275833	502347.333333333	250492.333333333	557444.377955402
"TSPYL2"	"TSPYL2"	1.11035053792967	0.000843358358275833	2666.41666666667	5655.5	2960.65718017797
"DNAJB1"	"DNAJB1"	-1.10781926174996	0.000866617478771789	111520.916666667	53526.75	123545.019571345
"PGAM1"	"PGAM1"	-1.10761190692894	0.000868674355124309	56689.75	27443.1666666667	62790.2421008249
"M6PR"	"M6PR"	1.10446162749539	0.000907845433528885	166088.833333333	376801.833333333	183438.743172144
"DERL2"	"DERL2"	-1.10460642593611	0.000907845433528885	51209.6666666667	24536.4166666667	56566.526870046
"OTUB1"	"OTUB1"	1.10375270744867	0.000916573740978997	83608.9166666667	174156.5	92283.5681376834
"TMEM86B"	"TMEM86B"	-1.10325978479398	0.000922676608021987	78289.9166666667	36903.3333333333	86374.116613205
"HSPB2"	"HSPB2"	-1.10327443270924	0.000922732482382265	25769.6666666667	12162.75	28431.0143727728
"JAG1"	"JAG1"	-1.09925012621357	0.000980868685066624	12583.9166666667	6035.66666666667	13832.8719840944
"ANXA5"	"ANXA5"	-1.09842798058466	0.000988854696072605	37161.5	18754.75	40819.2314004968
"PTPRC"	"PTPRC"	1.09663401813749	0.00101360189781058	63050.6666666667	136283	69143.5059329143
"DDI2"	"DDI2"	1.09617004621574	0.00101863292315699	29442.1666666667	68014.8333333333	32273.6211956914
"INPP5A"	"INPP5A"	1.09664813058846	0.00101863292315699	3667.16666666667	8284.91666666667	4021.5914695563
"KLHL22"	"KLHL22"	1.09446192613453	0.00104313805209681	72430.6666666667	163005.666666667	79272.6069512081
"OVOL2"	"OVOL2"	-1.09405070465422	0.00104432935923552	251343.083333333	123662.166666667	274982.077430797
"GLT8D2"	"GLT8D2"	1.09425429729831	0.00104432935923552	163407.583333333	352506.083333333	178809.450273632
"ABHD15"	"ABHD15"	1.0940778453687	0.00104432935923552	136964.416666667	298999.833333333	149849.733878848
"SPRY3"	"SPRY3"	-1.09409009813736	0.00104432935923552	75942.1666666667	36380	83087.5725810973
"PRKCB"	"PRKCB"	1.09374677131076	0.0010478376128487	99880.9166666667	218118.166666667	109244.430119726
"CKS2"	"CKS2"	-1.09208422022525	0.00107324571410188	85462.3333333333	41831.9166666667	93332.065656964
"PPP2R5A"	"PPP2R5A"	1.09107968497229	0.00108803399218177	42991.0833333333	99649.25	46906.6976599507
"LSM14B"	"LSM14B"	1.0909356722629	0.00108849547982702	390762.25	880650.083333333	426296.477898713
"RPL32P3"	"RPL32P3"	-1.09084454879348	0.00108992877152322	44529	21698.0833333333	48574.216913225
"HNRNPD"	"HNRNPD"	1.08999163638147	0.00110131383374162	179014.333333333	381355.333333333	195124.126125739
"LRRC7"	"LRRC7"	-1.08979314166054	0.00110425791973787	50359.75	24796.1666666667	54881.7101657394
"TMEM101"	"TMEM101"	-1.08786765817978	0.00113627837420676	21862.0833333333	11010.75	23783.0533987645
"PITPNC1"	"PITPNC1"	1.08756993347653	0.00113765285118599	107525.833333333	232204.583333333	116941.863405341
"KIAA0355"	"KIAA0355"	-1.08498425843788	0.0011820201525017	44888.75	20103.9166666667	48703.5871309535
"SNRPG"	"SNRPG"	-1.08435875764205	0.00119150544534423	44499.3333333333	21599.3333333333	48253.2418092329
"NKX2-8"	"NKX2-8"	1.0831787184259	0.00121096531048626	21098	46639.5833333333	22852.9046013497
"GSTO2"	"GSTO2"	-1.08278446577489	0.0012178253801158	24994.6666666667	11986.4166666667	27063.836793888
"AES"	"AES"	-1.08098967839245	0.00124660474620031	238850.25	116788.416666667	258194.654931456
"PIGA"	"PIGA"	-1.08092177329599	0.00124675947012664	90750.6666666667	44882.6666666667	98094.371541127
"ATXN7L3B"	"ATXN7L3B"	-1.08074254769916	0.00125617566317509	8665.25	4122.08333333333	9364.90436145016
"CDH1"	"CDH1"	-1.08020755361837	0.00125716297664163	75948.3333333333	37868.9166666667	82039.9633513923
"ZNF638"	"ZNF638"	1.0786261296914	0.00128511374421746	46545.1666666667	103482.916666667	50204.8329775078
"WIPI2"	"WIPI2"	1.07802222580235	0.00129615942679287	17979.5833333333	39689.75	19382.3904439989
"NGDN"	"NGDN"	-1.07681002542917	0.00131863434437986	22023.5833333333	11491.4166666667	23715.2153292082
"CD37"	"CD37"	-1.07629215035573	0.00132508702496378	159228.5	78461.5833333333	171376.384662917
"SEPHS2"	"SEPHS2"	-1.07251969655574	0.0013999985210572	46053.4166666667	22935.5833333333	49393.1964686883
"ABCA13"	"ABCA13"	-1.07167396757869	0.0014158071444013	49691.75	24590.5	53253.3548784284
"EIF2B3"	"EIF2B3"	1.0705958825358	0.00143609147599446	35405.8333333333	76986.6666666667	37905.3393844154
"TUBGCP5"	"TUBGCP5"	-1.06913604543943	0.00147883872106202	5492.66666666667	2699.33333333333	5872.40791891696
"CCDC12"	"CCDC12"	-1.0680963370369	0.00148380995301842	107967	54125.3333333333	115319.157220863
"DST"	"DST"	-1.06806213846279	0.00148380995301842	66138.5833333333	33411.5	70640.1167498992
"STAG3L2"	"STAG3L2"	-1.06867808110135	0.00148380995301842	5636.33333333333	2716.58333333333	6023.42589111425
"PHLDB1"	"PHLDB1"	-1.06797772744511	0.00148469085493745	35955.4166666667	17637.25	38399.5841810088
"ALOX5AP"	"ALOX5AP"	-1.06753936953377	0.00149178845083414	46866.4166666667	23513.25	50031.7449006401
"SLC2A6"	"SLC2A6"	1.06647978818719	0.00151244837620698	51501.3333333333	112545.833333333	54925.1310646912
"ASAP3"	"ASAP3"	-1.06616181350467	0.0015203767976152	23512.4166666667	11564.75	25068.0407932108
"PIGK"	"PIGK"	-1.06556885159219	0.00153683187488382	9723.25	4777.91666666667	10360.7923362438
"XKR6"	"XKR6"	-1.06506410694765	0.00153698198174906	111399.916666667	54959.4166666667	118648.052758626
"KDELR2"	"KDELR2"	1.06514818800559	0.00153698198174906	13813.5	30926.3333333333	14713.4244950152
"TTC33"	"TTC33"	1.06501417564499	0.00153829990475824	13311.0833333333	29204.25	14176.4924431918
"RLF"	"RLF"	-1.06403555287653	0.00155786026558797	36703.25	18317.8333333333	39053.5629061154
"SETD1A"	"SETD1A"	-1.06393145979729	0.00155867481342814	33898.8333333333	16702	36066.0352337583
"ZNF304"	"ZNF304"	1.06364866668968	0.00156138772224291	83065.6666666667	185848.583333333	88352.6855976894
"ZMYM1"	"ZMYM1"	1.06328883239869	0.0015679855625053	57064.5833333333	126517.916666667	60676.1341838178
"ZNF335"	"ZNF335"	1.06199416136836	0.00159916984199343	9654	20020.4166666667	10252.4916338502
"DNAJC15"	"DNAJC15"	-1.06088669072686	0.00161725917092155	65596.5	32295.0833333333	69590.4538082647
"TCF20"	"TCF20"	1.06085025545854	0.00161725917092155	49882.6666666667	107699.25	52918.0396762865
"UBQLN4"	"UBQLN4"	1.06174531461741	0.00161725917092155	1965.08333333333	4295.58333333333	2086.41802199942
"RPL35A"	"RPL35A"	1.05988200150746	0.00163871066694556	31963.8333333333	69207.75	33877.8916491841
"PLEC"	"PLEC"	1.05930353234246	0.00167202570089995	1819.33333333333	3953.91666666667	1927.22622650839
"ENTPD6"	"ENTPD6"	-1.0568815689269	0.00170713716253412	98815.5	56285.75	104436.280674296
"CCDC137"	"CCDC137"	1.05553568176582	0.00173843385776234	134684.333333333	286118.916666667	142164.119608175
"PARN"	"PARN"	-1.0553313011104	0.00174141870030118	658775.5	329094	695226.405554657
"F5"	"F5"	1.05382097094522	0.00178048659866774	14942.0833333333	31401	15746.2807662777
"MRPL10"	"MRPL10"	1.05434495834452	0.00178191957478815	2042.25	4286	2153.23599117909
"GABRB3"	"GABRB3"	-1.053492152231	0.00178230078852649	577365.416666667	286999.666666667	608249.935427913
"DDX17"	"DDX17"	1.05318749714631	0.00178818730059703	200855.25	443230.333333333	211538.238036196
"MCM9"	"MCM9"	1.05295002166744	0.00179372842407655	25695.25	55865.5833333333	27055.8140442503
"TAB3"	"TAB3"	-1.05257921440746	0.00180285476595031	29967	14837.8333333333	31542.6413181483
"CUTA"	"CUTA"	-1.05176964462219	0.00182189330364874	23835.25	12025.5	25069.1924219812
"POU2F1"	"POU2F1"	-1.05185457943475	0.00182189330364874	12490.5833333333	6222.41666666667	13138.277278978
"CCAR1"	"CCAR1"	1.05238214327748	0.00182487450154859	1639.25	3388.41666666667	1725.11742836761
"SMYD2"	"SMYD2"	-1.05113291982591	0.0018297386325087	225203.583333333	114756.916666667	236718.900104424
"ARMC6"	"ARMC6"	-1.04850046300745	0.00189840617102486	223310	112660.666666667	234140.638394194
"FAM43A"	"FAM43A"	-1.04700320084482	0.00193738165550252	455555.583333333	224819.166666667	476968.153912731
"SHKBP1"	"SHKBP1"	-1.04632126985896	0.00195872150470936	17612.5	9462	18428.333365391
"CMTM4"	"CMTM4"	1.04354291170759	0.00203244382920658	42762.25	92759.5833333333	44624.2428761678
"ZNF345"	"ZNF345"	-1.04282309320197	0.00205326247677731	33964.75	16949	35419.2256548317
"PIGX"	"PIGX"	-1.04195491653607	0.00207630999374363	42584.1666666667	20081.1666666667	44370.7818249247
"SLC44A1"	"SLC44A1"	-1.04155385463796	0.00208172667533864	122583.75	60814.3333333333	127677.577328475
"TDRD6"	"TDRD6"	-1.04181487907012	0.00208172667533864	10370.3333333333	5427	10803.9675675835
"TMX3"	"TMX3"	-1.03965251986464	0.00213617758833227	237599.416666667	129039.916666667	247020.832255868
"PPM1A"	"PPM1A"	1.03953653986057	0.00213698144868532	903457.25	1966418.83333333	939176.823576942
"CD34"	"CD34"	-1.03814384476228	0.00217989966069159	35920.4166666667	19909.1666666667	37290.5594637963
"CC2D1B"	"CC2D1B"	-1.0368448986055	0.00221991508824535	26595.9166666667	13500.9166666667	27575.8405195704
"SERINC3"	"SERINC3"	-1.03714055317795	0.0022222587082544	6270	3124.66666666667	6502.87126842575
"MDFI"	"MDFI"	-1.03336271175812	0.00232599314519174	39751.0833333333	20363.3333333333	41077.2872686562
"NAPSA"	"NAPSA"	-1.03185310661092	0.0023794425610197	13326.75	6866.5	13751.248388527
"RFX2"	"RFX2"	-1.03131359310638	0.00238784290024745	103745.916666667	54023.8333333333	106994.574087616
"SDCCAG8"	"SDCCAG8"	-1.03109403331607	0.00239160115624462	305751.75	155674.916666667	315258.805100945
"MYOZ3"	"MYOZ3"	1.03103078125861	0.00239160115624462	107927.666666667	233527.666666667	111276.746482753
"DCLRE1A"	"DCLRE1A"	1.02826894355109	0.00248539707497164	38346.5833333333	84628.8333333333	39430.6007329607
"GPR157"	"GPR157"	1.0269788768222	0.00252795599661992	59488.9166666667	125523.416666667	61093.8608217027
"NTAN1"	"NTAN1"	1.02631790579356	0.00255341263989284	10908.25	23264.5833333333	11195.3322958726
"EPM2A"	"EPM2A"	-1.02471596164754	0.00260570262692457	59242.5	29282.9166666667	60706.7353579042
"CYTH2"	"CYTH2"	-1.02399180960163	0.00263105839307946	35526.1666666667	17566.1666666667	36378.5036932092
"NUDT16"	"NUDT16"	-1.0235114838254	0.00264885868458822	20775.6666666667	10367.1666666667	21264.1334174618
"MMP24"	"MMP24"	1.02352455699838	0.00265072517808532	5138.58333333333	11522.3333333333	5259.46622984924
"ADORA1"	"ADORA1"	1.0226348748988	0.00267456902336643	11656.1666666667	23939.5	11920.0025409663
"PEX2"	"PEX2"	1.02254574532725	0.00267735726215456	8048.91666666667	17333.25	8230.38549199361
"PDHX"	"PDHX"	1.02180327432181	0.0027058573115656	5436.25	11606.0833333333	5554.77805003196
"EIF3L"	"EIF3L"	-1.02144816662459	0.00270679458880857	105914.166666667	53501.9166666667	108185.831361238
"ZDHHC13"	"ZDHHC13"	1.02125838103025	0.00270877127388302	37599.4166666667	77765.4166666667	38398.7193926818
"GTF2B"	"GTF2B"	-1.0215672054757	0.00270877127388302	9231.91666666667	4692.58333333333	9431.02331035123
"RUFY3"	"RUFY3"	-1.02127069362425	0.00271826309787027	9446.33333333333	4583.25	9647.26339553924
"TCN2"	"TCN2"	-1.02055931297738	0.00272805270651012	328001.083333333	168839.583333333	334744.560262505
"SNX7"	"SNX7"	-1.02041767114143	0.00274359065211804	10233.25	5115.91666666667	10442.189133208
"ASB9"	"ASB9"	-1.01950824650918	0.00277105808845161	13617.25	7150.41666666667	13882.8986697771
"WDR63"	"WDR63"	-1.01885016982805	0.00278593339887427	155848.833333333	78604.4166666667	158786.61030917
"ADAMTS4"	"ADAMTS4"	-1.01801264140607	0.00281246752516764	244969.333333333	127288.666666667	249381.878090151
"HDAC6"	"HDAC6"	1.01803837869577	0.00281246752516764	65101.8333333333	142970.5	66276.1648567892
"RGS6"	"RGS6"	-1.01683316944137	0.00285791319167837	66760.75	34213.6666666667	67884.5450167828
"MYNN"	"MYNN"	1.01662466513117	0.00286311052883513	32285.5	68075.25	32822.2356260924
"ANKMY2"	"ANKMY2"	-1.01544883966837	0.00290591295341095	465222.333333333	239395.916666667	472409.478571144
"CALM3"	"CALM3"	-1.01525886894862	0.0029105832936961	360490.666666667	190297.916666667	365991.346506535
"TTC7B"	"TTC7B"	-1.01492947488273	0.00292074020360102	822280.333333333	416457.666666667	834556.546916395
"RRP1"	"RRP1"	1.01479067864096	0.00292445101260109	47599.3333333333	100487.25	48303.3597761906
"PRSS23"	"PRSS23"	-1.01383989402186	0.00295998089987952	199517.166666667	94197.6666666667	202278.463108874
"RCE1"	"RCE1"	-1.01357263253863	0.00297010973645397	46270.25	23447	46898.2591007207
"PROS1"	"PROS1"	1.01347426568795	0.00297082351081319	21705.25	42732.5833333333	21997.7123053233
"EHD1"	"EHD1"	1.01265603642152	0.00300111971181342	31807.6666666667	66160.5	32210.2256544837
"RECK"	"RECK"	1.0128900674157	0.00303542847795391	1280	2531.83333333333	1296.49928629209
"PLD6"	"PLD6"	1.01137848231937	0.00304667699684616	489061	1021328.91666667	494625.771941595
"IYD"	"IYD"	1.0109577112685	0.00306214242549167	73080.9166666667	155097.083333333	73881.7162507373
"PHF1"	"PHF1"	1.01145933658911	0.00307184814923741	1939.08333333333	4033	1961.30394192434
"PSMD3"	"PSMD3"	1.01032668504411	0.00308207096083503	235311.416666667	489495.75	237741.403553867
"RAB35"	"RAB35"	1.00939476663699	0.00312057338098	40213.4166666667	83487.5	40591.2123319262
"COQ10B"	"COQ10B"	1.00761395273201	0.0031942879638882	200708.333333333	418405.25	202236.517096254
"SAMSN1"	"SAMSN1"	1.00748271283043	0.00320193192995858	12888.4166666667	26999.0833333333	12984.8569874223
"PPME1"	"PPME1"	1.00592155015001	0.00326362477531041	185865.583333333	392216.333333333	186966.195706203
"NOP58"	"NOP58"	-1.00455797690103	0.00332837969391862	24235	12766.3333333333	24345.4625701964
"ACOT7"	"ACOT7"	-1.00407047105322	0.00334995027794288	18095.1666666667	9169	18168.8225187866
"CCR10"	"CCR10"	-1.00291042472903	0.00339207446978007	2605342.58333333	1447060.58333333	2612925.23681546
"SNX4"	"SNX4"	1.002742259039	0.00342509857151803	2655.83333333333	5673.58333333333	2663.11631629774
"TEAD4"	"TEAD4"	1.0015071474517	0.00344955297008416	82543.5	175578.583333333	82667.9052256793
"DYNLL1"	"DYNLL1"	1.0015233827028	0.00344955297008416	30690.8333333333	62677.9166666667	30737.5872179678
"TOX4"	"TOX4"	-1.00076784472714	0.00348000330935039	529583.5	273564.583333333	529990.137898054
